epoch,train_loss,val_rmse,val_r2,val_spearman,val_pearson,val_mae,lr,time_s
1,3.8047075136518385,1.7020443677902222,0.07991474866867065,0.31364638237650483,0.30234941840171814,1.370951533317566,0.001,37.7020058631897
2,3.051358515889223,1.705054759979248,0.076657235622406,0.31323027049710694,0.2967626452445984,1.354905128479004,0.001,29.969330310821533
3,2.952105808921647,1.7305728197097778,0.048812687397003174,0.32562507264012525,0.30665841698646545,1.3908435106277466,0.001,28.923914670944214
4,2.9030062081088603,1.7510954141616821,0.026118934154510498,0.3381404893711122,0.3176009953022003,1.3978350162506104,0.001,29.884235620498657
5,2.7337800380486854,1.6430745124816895,0.14256572723388672,0.42610299982621563,0.3961678147315979,1.2927348613739014,0.001,28.975990056991577
6,2.6160510086397055,1.62482488155365,0.1615070104598999,0.43508232859427975,0.41217324137687683,1.285673975944519,0.001,29.870933532714844
7,2.565342639122995,1.6238662004470825,0.1624961495399475,0.4250618778977585,0.4078475832939148,1.2799650430679321,0.001,30.384415864944458
8,2.5539519251222402,1.634564757347107,0.15142440795898438,0.42925670527356247,0.42511671781539917,1.300331473350525,0.001,30.458764791488647
9,2.5247798949539306,1.693393349647522,0.08924400806427002,0.4487315991510389,0.4390486478805542,1.3455586433410645,0.001,32.01094889640808
10,2.5036949845952967,1.6475728750228882,0.13786441087722778,0.4553181777362138,0.43931782245635986,1.3037497997283936,0.001,32.05232882499695
11,2.501208889674003,1.610451102256775,0.1762765645980835,0.43675024706051635,0.43134206533432007,1.2829300165176392,0.001,29.980868339538574
12,2.486770268226002,1.6080543994903564,0.17872649431228638,0.4356850176881432,0.43011146783828735,1.2677277326583862,0.001,28.843304872512817
13,2.47150818064483,1.6335464715957642,0.15248125791549683,0.442114590537697,0.43132203817367554,1.2837309837341309,0.001,29.089062929153442
14,2.4538507620335572,1.6263186931610107,0.15996450185775757,0.45601695182479474,0.45109182596206665,1.2903146743774414,0.001,30.129008531570435
15,2.453327909378598,1.5930821895599365,0.1939486265182495,0.46126398629309495,0.4497556984424591,1.2511200904846191,0.001,29.644885778427124
16,2.457642180782189,1.675513505935669,0.10837513208389282,0.4556981716170899,0.4567297101020813,1.3388969898223877,0.001,29.678447246551514
17,2.437533190188778,1.6241061687469482,0.1622486114501953,0.4587546093238156,0.45709532499313354,1.2936830520629883,0.001,32.05264163017273
18,2.42720921755311,1.6073654890060425,0.1794300675392151,0.4482866296066454,0.4372430443763733,1.264305591583252,0.001,29.44579529762268
19,2.43538095415468,1.6196990013122559,0.16678911447525024,0.4568436399711574,0.45019426941871643,1.2804430723190308,0.001,30.356154441833496
20,2.407013166732864,1.596907138824463,0.19007349014282227,0.4527493479055205,0.4394714832305908,1.2569524049758911,0.001,29.74763560295105
21,2.3824612525537994,1.5846168994903564,0.20249229669570923,0.4708016694304406,0.4593806564807892,1.2504066228866577,0.001,29.001150131225586
22,2.3943107490748106,1.5846176147460938,0.20249152183532715,0.4695587126957513,0.4573049545288086,1.2493282556533813,0.001,28.805735111236572
23,2.3664618950951883,1.6080759763717651,0.17870450019836426,0.46004796407656606,0.4557863473892212,1.2652153968811035,0.001,29.572950839996338
24,2.4168715713986346,1.6717743873596191,0.11235016584396362,0.4557307416605346,0.44181859493255615,1.3098969459533691,0.001,31.942903518676758
25,2.39066481590271,1.599043369293213,0.18790513277053833,0.451027787438682,0.44446054100990295,1.2619683742523193,0.001,31.08906054496765
26,2.3523610932215546,1.621625542640686,0.1648058295249939,0.4576323219209532,0.4414669871330261,1.273146629333496,0.001,31.051265716552734
27,2.3751469687012507,1.5772517919540405,0.2098885178565979,0.47057599032691266,0.45851653814315796,1.2450215816497803,0.001,31.980428457260132
28,2.3696970894606877,1.628002643585205,0.1582239866256714,0.4660578179869815,0.4572526812553406,1.2890934944152832,0.001,29.79468846321106
29,2.368165181360946,1.5825856924057007,0.20453554391860962,0.4646959821740764,0.45711177587509155,1.2531222105026245,0.001,29.02477192878723
30,2.3706182483176352,1.608911156654358,0.17785120010375977,0.44858101455919136,0.4372972249984741,1.2676641941070557,0.001,28.916550636291504
31,2.3574225907297306,1.6073508262634277,0.17944496870040894,0.4507077661372158,0.44633954763412476,1.2715880870819092,0.001,29.043742656707764
32,2.3747708171783812,1.6227784156799316,0.1636177897453308,0.45559078836044625,0.44709640741348267,1.2897768020629883,0.001,29.359268188476562
33,2.342138026154065,1.580274224281311,0.20685744285583496,0.4628509848613113,0.45739102363586426,1.2505865097045898,0.001,29.55638360977173
34,2.357946835739712,1.5770282745361328,0.21011245250701904,0.47157330668213376,0.4669698476791382,1.2417420148849487,0.001,28.97184443473816
35,2.339131354693153,1.6472939252853394,0.1381562352180481,0.4557258794199403,0.4445268511772156,1.313889741897583,0.001,29.29888391494751
36,2.340493351043337,1.626528263092041,0.15974795818328857,0.4644586058043661,0.4595663249492645,1.2900784015655518,0.001,27.848862886428833
37,2.3596277087630617,1.5990211963653564,0.18792760372161865,0.4680438676028124,0.4624551832675934,1.2562199831008911,0.001,28.448280334472656
38,2.3322925304560727,1.5966954231262207,0.19028818607330322,0.47394986378303267,0.46612733602523804,1.2624156475067139,0.001,30.051427602767944
39,2.31790834487551,1.598853349685669,0.18809813261032104,0.46413092080589424,0.4582466781139374,1.2703288793563843,0.001,29.6593017578125
40,2.320528214304869,1.6149991750717163,0.1716175079345703,0.4587989368629628,0.4513043165206909,1.2733296155929565,0.001,29.295478105545044
